age,experience_years,education_level,technical_skill_score,communication_score,certifications_count,avg_daily_focus_hours,remote_work_ratio,sleep_hours,stress_level,project_complexity,team_size,manager_rating,productivity_score
23,21,4,75,92,4,4.03,0.91,6.41,4,1,9,5,100.0
29,15,1,74,95,6,4.45,0.98,5.95,10,1,14,1,80.10409361867231
37,5,3,84,91,0,5.19,0.66,8.55,8,5,9,4,56.02345035875567
37,7,1,94,62,7,7.45,0.82,4.15,10,3,9,1,75.79201167667208
40,24,4,48,84,2,5.79,0.75,7.85,9,2,2,4,97.88152822864116
36,17,3,92,44,3,3.05,0.7,8.51,3,4,3,4,88.24021905094901
45,24,5,77,70,8,6.66,0.31,6.23,2,4,13,5,100.0
42,11,4,97,92,3,9.45,0.06,6.75,4,3,5,3,100.0
33,14,5,69,80,9,8.68,0.34,8.72,2,2,13,2,100.0
47,8,2,99,96,4,8.78,0.67,5.06,1,4,10,2,87.9239003313076
39,12,4,83,96,6,8.57,0.1,6.6,3,4,4,2,95.30252979465307
37,14,2,73,99,3,5.27,0.01,6.37,7,5,7,3,85.93704794435254
24,9,4,71,93,0,8.36,0.14,5.29,1,1,8,1,76.979369783962
32,15,4,42,45,8,4.0,0.72,8.09,2,4,9,2,69.77138363348647
49,6,2,42,76,3,7.6,0.97,8.5,1,2,14,1,60.98951106246694
29,16,3,67,96,8,7.49,0.98,7.91,8,3,8,3,99.2817841316062
39,22,1,83,49,5,3.18,0.49,4.98,5,5,4,3,95.05805905431441
32,20,5,54,79,0,8.52,0.87,4.43,8,2,7,5,100.0
29,21,4,80,46,2,9.32,0.74,7.03,3,5,6,2,96.39590301963868
27,6,5,62,78,1,4.87,0.5,4.29,7,1,14,5,68.7532926118434
48,13,2,79,77,8,8.69,0.57,7.36,8,4,13,2,84.6705869147715
34,14,5,50,60,0,3.58,0.14,6.65,6,2,11,3,61.68725750130983
40,20,2,87,59,8,7.2,0.94,7.31,7,3,5,3,100.0
39,6,5,71,42,8,6.4,0.35,6.95,2,1,2,4,88.70687668314594
46,8,1,97,90,7,6.82,0.45,6.11,8,1,14,4,81.81301503169422
35,18,1,98,61,7,9.48,0.67,5.0,5,5,8,3,100.0
36,15,1,96,86,0,9.1,0.33,5.53,7,1,9,3,100.0
41,7,1,93,43,7,8.5,0.25,6.62,1,2,3,1,86.66109714837684
25,17,1,75,67,9,4.92,0.63,7.26,5,5,8,1,85.07306636396657
23,22,1,99,51,2,9.38,0.02,7.9,1,1,7,5,100.0
32,17,2,72,77,6,3.68,0.72,7.84,8,3,6,4,93.4437648389314
45,19,4,63,90,0,8.97,0.51,8.86,4,2,14,4,100.0
40,6,5,78,75,0,5.3,0.61,5.43,4,3,5,3,65.29925304775335
47,2,1,73,86,9,3.38,0.63,4.36,2,3,3,3,67.88893410734136
41,17,2,95,80,4,7.69,0.53,5.73,5,5,11,5,100.0
24,9,2,67,44,4,4.62,0.58,7.72,1,4,7,4,81.88825999524097
41,6,2,76,52,7,4.7,0.68,6.19,9,5,6,1,43.769467347116695
43,16,4,46,62,6,5.14,0.75,8.09,5,2,3,2,78.18276632125934
36,13,5,43,97,7,3.45,0.73,6.75,6,2,11,5,86.10532250107904
45,23,4,76,89,5,4.24,0.87,8.65,2,5,8,2,99.25833932515326
27,2,3,95,69,5,3.04,0.19,8.74,10,4,7,1,40.6249207194464
33,11,2,40,76,1,6.12,0.4,4.35,10,5,13,1,54.816700597455394
41,12,3,40,64,5,3.59,0.95,6.28,1,2,12,2,61.227553360560236
30,1,1,86,87,4,7.78,0.4,7.05,4,4,10,5,78.433996309213
46,2,1,59,66,2,4.65,0.12,5.28,7,2,12,2,44.10279753465046
27,4,4,58,90,5,9.61,0.53,6.04,6,4,11,5,79.85028515333872
34,10,5,68,53,7,9.1,0.11,7.39,10,4,6,5,97.23123735282056
46,7,3,49,96,8,5.03,0.2,5.13,1,5,10,3,80.23345368240648
25,22,5,99,87,0,8.48,1.0,7.01,1,5,10,4,100.0
23,22,4,57,98,2,8.62,0.54,7.49,8,5,14,4,90.37620322339846
43,11,1,67,86,2,9.91,0.28,4.45,4,4,2,1,83.73137931375926
49,6,5,74,93,7,7.18,0.99,6.49,5,4,6,3,77.0619043809623
31,14,5,82,75,0,3.57,0.97,5.32,7,2,10,4,83.75449253139325
31,23,1,86,78,4,7.53,0.44,7.62,8,3,8,5,100.0
38,16,3,70,55,2,7.37,0.26,4.95,10,5,7,5,78.76824179665235
35,3,1,66,95,1,7.47,0.84,8.46,7,2,7,2,56.783764214275074
32,21,5,50,61,7,5.15,0.72,6.15,2,2,12,2,100.0
29,24,3,88,60,2,9.02,0.69,4.99,4,1,8,5,100.0
30,12,3,88,93,6,9.72,0.89,6.19,10,5,2,5,100.0
46,17,1,77,60,0,4.52,0.69,6.04,1,2,5,2,84.58446441898406
32,0,5,44,47,5,3.62,0.28,6.14,10,1,14,4,39.771397060265166
37,15,4,47,88,2,4.36,0.69,6.93,9,5,2,1,60.67688042205823
49,12,5,73,55,7,8.74,0.31,6.61,3,4,7,2,92.9890672653178
26,9,2,87,98,5,7.74,0.76,4.75,3,1,14,4,100.0
27,11,4,91,94,1,7.45,0.62,4.33,10,4,5,4,84.31704015022893
34,1,3,95,70,5,5.81,0.08,7.65,9,3,2,4,62.44378779968
33,22,4,51,81,6,7.04,0.51,6.8,10,3,10,3,92.50241864454229
28,2,3,77,49,4,5.16,0.34,5.8,3,3,13,3,55.850948541573665
30,9,3,40,71,2,6.34,0.33,8.04,8,3,5,4,51.11830629384638
29,1,4,70,98,3,8.55,0.6,5.94,2,2,13,5,91.99188182099093
38,22,3,43,73,3,9.87,0.32,7.98,3,3,7,3,100.0
47,12,3,88,48,5,9.53,0.78,5.53,2,2,14,2,90.37400890161537
46,12,2,84,56,9,9.54,0.07,4.36,1,2,8,3,100.0
22,17,5,89,50,0,5.82,0.66,8.66,2,5,9,5,100.0
25,2,5,44,71,3,6.28,0.81,5.97,8,2,13,1,43.6283372335808
49,6,2,69,49,9,7.94,0.67,7.96,9,2,14,3,66.36180910583533
25,13,4,95,61,3,9.46,0.5,5.4,2,3,12,4,100.0
26,19,1,63,96,9,3.99,0.95,7.23,7,2,10,4,97.83061992576275
39,16,1,98,56,0,5.13,0.3,8.37,5,4,10,4,92.29542403101905
28,20,1,42,43,8,3.97,0.02,4.21,3,3,9,1,81.00479929584004
36,11,2,50,87,3,7.28,0.43,8.15,9,1,11,5,95.19145810774094
33,24,2,84,91,6,5.14,0.03,6.86,6,3,12,2,99.11557469141059
21,15,3,43,86,2,5.28,0.95,7.04,1,2,13,5,93.67700831715668
42,23,1,65,64,9,3.5,0.21,6.62,5,4,13,1,80.66122370328401
40,11,4,66,98,2,5.45,0.79,8.37,7,3,4,4,81.23323952367257
37,14,4,85,60,7,9.04,0.77,4.22,4,4,13,5,100.0
27,24,1,93,76,7,4.63,0.22,5.31,8,1,3,2,100.0
45,9,1,82,77,0,7.87,0.62,8.38,10,1,6,4,77.05261046432395
33,24,1,66,88,9,7.41,0.05,7.76,5,5,2,2,100.0
24,6,2,81,40,1,9.04,0.48,4.09,9,5,4,3,59.16925714596874
24,19,2,90,64,7,3.93,0.01,6.59,9,3,2,2,87.77394947012179
26,4,2,89,90,0,9.84,0.92,6.65,9,5,14,4,67.69426872657927
48,0,5,45,75,7,7.08,0.98,6.0,1,4,4,3,62.9151066823878
39,16,4,98,56,7,9.97,0.22,5.49,2,5,14,4,100.0
49,2,4,54,80,1,9.38,0.21,7.41,3,4,5,4,66.7764773532107
32,12,3,92,63,3,4.55,0.75,5.04,4,5,8,3,83.41233284701656
42,13,2,69,41,5,3.39,0.25,7.99,10,5,13,2,56.47081473395645
27,23,5,81,79,8,4.79,0.9,8.02,9,5,13,1,83.99390245281779
47,17,5,76,54,7,6.69,0.57,6.08,10,2,6,1,75.64507426180965
30,3,4,97,71,7,4.2,0.35,5.42,6,2,6,1,61.68545992387871
46,17,2,76,78,6,4.17,0.83,5.42,1,5,14,1,89.54262159273937
39,4,3,81,98,8,6.24,0.49,6.41,9,4,2,5,75.30552121727028
27,24,2,99,45,1,3.23,0.91,7.6,6,3,9,1,87.77228726660796
23,15,1,76,40,2,3.85,0.93,5.79,4,1,14,3,77.67358889742619
33,0,2,74,86,9,5.91,0.17,7.05,4,2,5,1,50.746851165697215
33,20,1,62,62,7,3.44,0.0,5.91,3,5,11,4,91.46164836361649
38,13,1,45,97,5,5.78,0.98,5.52,7,1,6,1,69.23887134944715
48,14,3,43,78,9,6.32,0.91,4.12,3,2,3,2,91.35136850194873
46,8,4,57,96,8,6.16,0.06,4.02,2,3,13,3,89.76029618589024
40,14,2,99,56,9,9.08,0.83,5.14,10,4,14,3,87.27948614536061
48,16,1,48,73,3,6.71,0.46,6.03,8,5,2,5,84.32235878498284
28,24,2,88,98,7,6.28,0.26,8.26,4,3,10,4,100.0
49,23,4,68,80,9,5.87,0.88,7.99,8,2,3,3,100.0
29,3,4,52,68,2,8.72,0.2,5.34,1,5,7,2,59.79086490653136
27,11,5,98,48,2,9.27,0.95,5.22,5,1,2,1,84.0008503861616
21,4,4,86,52,7,8.97,0.21,5.14,9,4,2,3,75.3616341128917
23,4,3,91,45,4,7.71,0.61,5.7,1,2,10,2,76.99092879545712
33,10,1,56,45,2,3.96,0.22,6.49,4,4,5,1,50.467866471910526
48,5,5,84,59,9,4.94,0.55,6.19,6,5,10,5,73.42398312901891
45,6,3,71,91,0,3.32,0.68,5.09,10,3,12,3,54.221279668719816
48,23,2,87,92,2,9.52,0.19,4.65,8,4,6,3,100.0
37,13,1,61,42,8,7.63,0.52,4.06,3,1,8,2,84.08015199108542
45,23,4,43,56,4,8.22,0.47,4.77,5,2,2,4,97.06894309107305
44,10,1,44,88,9,5.18,0.07,7.53,7,1,7,5,85.34342587525083
21,12,2,76,51,1,8.92,0.82,5.22,1,4,9,4,99.15873803207721
26,1,5,80,87,6,4.82,0.34,6.34,7,3,2,3,58.71602291215277
41,24,5,88,86,1,3.01,0.57,6.96,8,3,10,4,92.28297232612569
26,6,5,52,84,3,5.63,0.51,8.43,8,1,4,1,60.47223241852485
46,19,4,73,94,6,7.0,0.51,8.44,9,5,2,5,100.0
32,3,3,84,40,3,6.35,0.11,7.73,6,5,2,4,60.63762071817139
33,7,3,61,56,6,9.03,0.42,4.18,6,3,14,1,66.139046789135
33,19,1,92,42,6,3.74,0.45,6.88,2,1,12,2,100.0
49,21,4,98,65,0,6.88,0.73,7.93,3,1,7,4,100.0
35,20,5,62,54,5,6.59,0.84,4.09,4,1,12,5,100.0
41,18,5,90,75,8,4.97,0.54,6.75,4,4,7,1,93.34098686593569
36,12,2,42,71,1,8.76,0.09,8.29,8,5,2,4,65.98056599493484
42,13,2,81,71,2,8.27,0.24,6.37,1,5,4,2,85.08717406236252
41,9,5,73,43,9,8.13,0.16,4.02,10,4,8,4,74.90673902451583
31,10,5,71,57,4,9.13,0.12,4.06,4,2,11,1,84.86107446145738
48,1,4,84,88,8,8.06,0.37,6.08,4,4,4,4,77.80918393919328
25,24,3,90,58,3,4.62,0.23,4.78,1,1,4,5,100.0
24,8,2,97,82,0,7.94,0.22,7.32,3,4,4,3,81.32532573171599
23,16,3,88,91,3,5.15,0.05,7.54,5,1,13,1,80.1169846365115
39,2,4,60,74,5,4.7,0.02,4.89,6,3,8,1,48.63299879294538
40,23,5,85,79,4,3.51,0.1,8.44,9,1,5,1,96.47384043787392
45,5,3,83,53,0,8.21,0.17,6.21,9,5,5,1,44.35132459865986
38,4,5,60,97,3,7.98,0.43,4.71,9,4,4,4,57.990645455499205
35,4,5,83,72,5,4.64,0.51,7.82,1,1,11,5,87.49457375540011
29,21,1,50,53,9,8.25,0.14,7.95,9,2,12,2,88.23412902264002
37,14,3,78,73,9,9.42,0.42,7.2,8,3,10,5,100.0
34,22,3,43,94,3,3.76,0.34,8.27,2,2,3,1,94.23739797101922
35,16,5,90,43,8,4.63,0.18,7.69,1,2,5,4,100.0
21,8,4,40,63,4,8.25,0.01,8.41,1,2,9,4,86.39884154172735
41,2,1,67,98,7,4.92,0.47,6.17,6,3,7,1,60.54306076817351
42,19,5,63,68,8,7.37,0.69,7.74,9,3,8,4,100.0
42,16,2,74,58,9,3.57,0.23,9.0,7,3,14,1,75.7360538377874
23,9,2,52,45,4,6.17,0.13,7.62,5,3,8,5,76.50538213696827
36,2,1,86,96,5,8.17,0.89,4.57,2,2,3,3,86.83200873078155
43,17,4,73,72,0,7.81,0.28,6.59,1,5,5,4,100.0
45,17,5,50,88,6,8.71,0.22,6.94,2,5,11,1,100.0
31,16,3,75,79,3,9.14,0.86,4.87,1,3,11,1,100.0
32,23,1,90,58,1,8.41,0.82,8.81,3,4,7,4,100.0
30,2,4,56,92,4,7.7,0.45,4.88,6,1,4,2,61.81290411241181
36,2,3,74,40,2,3.22,0.49,4.89,8,4,10,1,27.30737122178863
28,5,2,99,44,5,6.74,0.22,8.58,3,4,14,4,78.89603199122693
26,12,2,57,66,7,3.26,0.08,6.33,10,4,5,1,57.347212131264826
32,23,3,79,55,6,8.66,0.57,4.32,9,5,11,2,100.0
44,14,1,61,45,2,5.25,0.1,6.99,10,1,14,3,64.02182378651301
48,24,2,96,79,7,6.94,0.45,7.01,5,4,3,2,100.0
41,8,5,63,52,1,4.96,0.94,4.32,7,3,7,5,63.67547787591553
28,3,3,97,87,9,8.48,0.95,8.86,8,5,2,4,81.22305628952167
46,13,3,58,74,8,9.21,0.24,6.72,3,3,7,2,96.38202356985661
48,4,2,76,58,3,5.79,0.62,6.8,2,3,14,3,67.16519053905046
24,1,1,78,51,0,9.04,0.47,6.6,2,4,13,1,62.80178809200543
46,10,5,60,55,7,4.87,0.88,7.05,5,3,11,4,76.98404023231949
28,8,1,47,98,6,6.74,0.27,5.32,1,1,2,2,80.71904177889253
46,23,4,67,82,4,9.01,0.0,5.44,2,3,9,3,100.0
48,2,4,44,49,9,5.28,0.16,6.56,9,4,6,2,40.099929180508056
38,8,2,56,64,4,9.68,0.35,8.03,7,3,7,5,81.9178132302689
48,2,2,76,59,6,3.85,0.32,4.25,6,5,3,4,54.33769625648168
48,24,2,75,70,4,3.13,0.79,7.02,9,5,3,1,82.26661875701782
25,1,4,93,43,7,9.33,0.68,8.03,7,5,13,3,60.57610754481212
29,11,1,58,83,5,3.48,0.3,4.78,5,2,10,2,65.1272796823021
24,9,1,66,62,4,9.94,0.46,4.08,9,5,4,4,76.78458799743068
47,8,2,92,41,8,9.66,0.1,5.56,6,5,7,2,78.48245890522513
42,14,5,73,95,1,3.96,0.9,6.94,6,2,11,4,81.49645380911794
37,7,1,50,61,0,6.76,0.94,4.69,4,5,6,5,65.67874316067913
29,24,4,93,90,7,4.29,0.98,6.13,1,4,13,2,100.0
21,4,3,84,96,2,6.0,0.87,6.76,5,5,5,5,75.39713173225137
41,10,3,86,76,6,3.43,0.17,6.99,9,5,11,3,56.94157771824092
40,1,3,51,47,9,4.57,0.05,5.37,8,2,3,5,51.896014954911436
33,23,5,93,46,7,5.54,0.58,6.0,8,4,9,4,100.0
48,14,2,60,53,5,6.07,0.91,7.89,5,3,11,3,83.62336819383277
36,5,4,93,95,9,9.84,0.18,8.71,9,1,8,2,92.50928939088053
49,7,5,50,94,8,8.66,0.01,8.31,3,4,12,2,87.2858883498103
33,4,4,78,42,6,8.16,0.81,6.82,3,3,3,4,79.37218638544995
34,15,4,67,89,9,6.76,0.08,6.05,1,4,7,1,98.99582490434824
23,17,2,44,55,4,8.88,0.41,5.66,9,3,9,1,67.27045726870209
49,5,3,56,94,7,5.38,0.68,4.62,6,3,8,2,52.867123436077286
26,4,2,95,58,1,7.96,0.24,4.53,2,4,2,4,72.3920870821105
38,15,5,59,90,6,9.96,0.08,7.44,8,2,6,1,86.07081224154783
39,12,5,80,57,3,5.2,0.77,5.3,9,4,3,5,68.70147724334595
25,4,5,85,91,8,7.72,0.63,5.27,9,4,7,2,69.39536529969928
35,12,2,97,55,0,8.91,0.99,8.99,2,3,8,5,100.0
45,16,4,51,47,6,9.41,0.34,4.94,2,1,8,4,100.0
22,17,4,45,99,5,8.03,0.06,4.74,7,3,4,5,95.54431756106065
30,7,1,56,72,7,4.99,0.73,4.49,4,5,8,1,59.87290958591977
44,12,5,90,88,4,5.28,0.52,6.9,1,4,6,1,84.34116153291579
38,18,4,58,51,0,3.15,0.21,7.14,8,4,9,3,58.017107168365655
47,2,1,65,92,0,8.33,0.78,5.83,2,2,13,2,64.25144273015954
33,23,4,87,50,8,3.3,0.2,6.68,3,3,9,4,99.24370147459878
25,7,5,83,44,9,9.05,0.26,7.94,5,2,8,2,87.09173413446818
43,1,3,83,66,5,3.83,0.09,8.09,3,4,7,5,74.10130626874013
44,7,5,91,51,9,4.2,0.4,8.79,7,3,3,4,73.7626694147944
21,12,2,71,56,4,6.34,0.42,8.12,7,3,7,4,79.16531043697155
42,12,4,45,45,0,8.17,0.51,6.82,2,5,14,1,62.0307107979707
21,0,4,94,72,5,3.97,0.71,4.9,7,5,13,5,56.409543592349685
38,5,2,97,44,5,6.08,0.91,4.5,6,1,12,1,67.66451430105438
35,23,2,75,96,2,6.38,0.14,4.27,10,5,10,1,87.93534162575807
37,18,3,77,67,7,4.49,0.05,7.33,9,3,3,3,71.40932810310441
31,15,4,50,53,0,3.81,0.02,8.04,9,5,2,1,40.35694626295442
41,7,4,72,44,0,8.85,0.14,6.54,2,1,12,2,63.18469375217986
46,0,3,63,93,5,6.52,0.66,4.27,7,4,14,4,68.33707172694291
45,15,1,62,95,9,3.1,0.73,6.68,5,5,6,1,76.0408561377713
42,8,3,54,98,0,8.62,0.79,8.68,6,3,12,2,70.36350780848139
47,12,5,66,72,5,9.87,0.24,6.99,1,4,7,5,100.0
47,10,4,50,89,0,7.24,0.31,8.05,7,3,4,4,77.53348363145042
37,12,2,96,87,5,6.53,0.48,8.0,6,4,9,5,100.0
33,24,5,90,80,2,9.15,0.06,8.66,4,3,8,2,100.0
21,20,4,89,58,7,9.67,0.61,7.85,1,5,3,5,100.0
22,9,3,56,61,5,8.28,0.98,7.74,9,5,13,5,74.76659071116437
29,3,5,90,44,0,6.12,0.36,5.17,4,1,8,5,63.359374624305886
23,5,4,92,98,4,7.15,0.75,4.3,2,4,2,1,79.1500936875678
21,6,1,53,41,7,7.91,0.5,6.59,8,1,10,1,59.41720328863143
41,4,1,66,69,2,4.36,0.13,4.62,2,2,14,1,54.013876237258636
36,10,2,57,86,5,6.13,0.58,8.81,5,5,8,4,76.63258477378518
43,12,4,67,78,4,8.81,0.3,5.45,6,4,7,2,90.95180658114984
26,24,1,90,43,5,7.58,0.03,8.26,8,1,14,1,94.41068770642336
48,18,3,86,72,9,5.88,0.63,5.94,1,1,3,5,100.0
37,22,4,86,52,0,7.64,0.86,5.62,1,2,4,5,100.0
25,9,3,43,59,6,3.83,0.34,8.68,4,1,2,5,67.55976301955175
25,9,3,46,93,8,5.81,0.39,5.82,5,3,11,5,83.89690980750893
26,10,1,84,46,1,8.55,0.89,5.95,9,5,14,3,66.16283922468875
23,20,4,74,54,9,4.54,0.81,4.53,7,1,6,4,100.0
41,6,5,87,62,4,4.3,0.71,7.35,7,1,10,2,69.07428189813434
43,17,1,48,53,9,9.66,0.25,5.44,8,2,14,2,84.01812272947404
25,3,1,47,62,3,4.47,0.91,6.93,5,3,7,1,46.694548140927
41,1,4,91,58,5,4.83,0.15,6.96,5,1,6,3,70.08205158108092
25,13,4,84,93,5,9.79,0.63,7.6,1,5,13,2,100.0
30,12,3,56,68,1,8.14,0.03,7.73,9,5,4,4,75.4827127765993
30,11,4,56,95,1,7.9,0.64,6.57,6,1,6,5,94.66414976972378
39,6,3,88,59,3,8.97,0.28,5.65,9,3,9,1,61.84786074387052
37,1,1,72,68,0,3.81,0.45,8.19,3,5,13,4,50.3421672122484
41,12,2,71,63,8,7.94,0.35,5.55,5,5,3,2,87.16664023537211
34,13,5,47,57,6,6.53,0.17,6.54,2,3,6,3,75.44737516682095
29,16,1,58,49,6,8.8,0.62,6.01,10,3,7,1,72.33096666742706
34,8,4,77,80,2,6.56,0.88,8.28,5,1,11,2,68.27820626848326
21,16,5,42,96,2,7.34,0.96,6.16,8,4,9,1,77.9378910149951
39,7,2,98,47,0,6.34,0.19,5.93,2,2,9,2,70.99208687748836
33,1,2,44,65,2,6.35,0.72,7.45,8,4,6,5,49.631868615466765
33,23,3,52,68,2,8.38,0.66,7.01,4,4,10,3,100.0
24,12,5,86,49,3,7.4,0.34,4.54,10,5,5,5,77.38257957270883
21,2,3,85,56,3,7.43,0.02,6.54,10,3,13,2,52.04483143793311
37,15,1,70,41,2,6.15,0.69,7.68,1,5,10,4,83.49678167598934
28,5,5,94,45,9,6.72,0.95,8.96,5,2,12,5,86.86758824266214
22,18,1,55,97,7,8.22,0.63,7.15,1,1,8,4,100.0
48,6,3,89,44,7,8.78,0.44,5.85,7,2,7,2,73.22392350065854
28,9,5,71,67,0,7.88,0.53,5.13,8,5,5,3,66.79528453872624
27,8,3,61,80,6,9.47,0.2,8.36,3,5,3,4,87.9750203399276
46,1,5,68,44,1,8.74,0.75,8.07,3,5,9,2,61.475574912059784
46,14,3,61,57,0,6.93,0.75,5.17,7,5,7,4,76.13482054020265
22,4,2,82,65,2,7.7,0.15,5.0,4,4,13,5,70.95344972629297
42,21,3,42,59,3,9.48,0.88,7.58,3,1,4,2,100.0
42,3,2,93,80,5,7.33,0.27,5.57,8,4,8,5,73.94260151246051
23,19,3,49,88,9,8.77,0.98,5.53,3,5,11,1,100.0
47,3,5,81,66,4,7.82,0.38,4.76,7,3,8,2,58.804022796863265
38,17,5,60,88,3,6.86,0.18,5.32,2,4,7,4,89.70798056311911
32,3,5,55,51,7,4.69,0.35,6.14,1,5,3,1,51.661332535358035
21,16,4,51,46,3,5.98,0.44,7.66,6,5,9,5,72.2679212057602
42,11,1,41,98,9,9.77,0.07,5.68,8,1,2,5,100.0
32,21,5,80,42,1,7.6,0.58,5.64,1,2,14,4,100.0
25,16,2,63,49,2,6.95,0.6,5.42,10,4,2,1,59.53057728029711
47,9,5,74,73,5,9.53,0.74,6.39,9,4,7,3,88.01768519011992
45,21,4,95,64,7,7.11,0.03,4.9,3,4,6,4,100.0
37,0,2,69,74,7,6.68,0.54,6.43,3,5,10,5,69.41831174371916
36,21,4,96,55,8,8.32,0.05,7.52,4,1,14,2,100.0
35,23,2,69,41,6,7.99,0.7,4.15,1,5,13,1,100.0
43,17,3,86,99,1,4.35,0.06,4.05,9,5,8,3,87.41122070823039
35,17,1,74,63,7,6.3,0.91,4.38,3,3,3,2,88.58939067834784
25,13,1,58,49,6,6.31,0.7,6.68,10,1,14,1,59.50209479173204
41,14,4,89,77,7,5.65,0.51,8.27,4,4,13,4,95.59170670772451
34,11,1,47,61,2,6.62,0.44,4.02,1,2,8,4,79.40636491118572
22,3,4,65,65,6,5.89,0.13,8.68,4,4,4,1,49.95609673083343
31,2,4,88,82,9,4.4,0.29,4.53,1,5,2,3,72.97124481494356
